name_en,name_ar,lat,lon,parent_name_local
Kafr Ahmed Shalaby,كفراحمد شلبى,30.934,30.942,مركز قطور
Kafret El-Gabal,كفرة الجبل,29.965,31.152,قسم الأهرام
Kafret Nassar w Funduq Mena House,كفرةنصاروفندقميناهاوس,29.995,31.135,قسم الأهرام
Kofour El-Ghab,كفور الغاب,31.377,31.55,مركز كفر سعد
Kofour El-Bahayta,كفور البهايتة,30.701,31.35,مركز ميت غمر
Kofour El-Raml,كفور الرمل,30.546,31.179,مركز قويسنا
Kofour El-Sawalm Bahari,كفور الس والمبحري,30.895,30.721,مركز إيتاى البارود
Kofour El-Sawalm Qebli,كفور الس والمقبلي,30.874,30.738,مركز إيتاى البارود
Kofour El-Sheikh Fadl,كفور الشيخفضل,29.347,30.758,مركز الفيوم
Kofour El-Souliya,كفور الصولية,28.433,30.821,مركز مطاى
Kofour El-Arab,كفور العرب,31.099,31.355,مركز طلخا
Kofour El-Nil,كفور النيل,29.309,30.885,مركز الفيوم
Kofour Balshay,كفوربلشاي,30.873,30.799,مركز كفر الزيات
Kofour Hashmat,كفورحشمت,29.177,30.779,مركز أطسا
Kofour Shahata,كفورشحاتة,31.296,31.63,مركز كفر سعد
Kofour Abed,كفورعابد,30.341,31.183,مركز طوخ
Kofour Amer w Radwan,كفورعامرورضوان,30.524,31.238,مركز كفر شكر
Kofour Kom Ombo,كفوركومأمبو,24.535,32.95,مركز كوم امبو
Kufour Najm,كفور نجم,30.735,31.598,مركز الأبراهيمية
Kalout Bek,كلوتبك,30.058,31.25,قسم الأزبكية
Kamal El Din Salah,كمال الدين صلاح,30.609,30.702,مركز بدر
Kamshoush,كمشوش,30.415,30.926,مركز منوف
Kamshish,كمشيش,30.608,30.94,مركز تلا
Kanj Othman,كنجعثمان,31.152,30.11,مركز كفر الدوار
Kaniset El Saradousi,كنيسة السرادوسي,31.193,30.695,مركز دسوق
Kaniset El Dahriya,كنيسة الضهرية,30.826,30.749,مركز إيتاى البارود
Kaniset Ourin,كنيسةأورين,30.953,30.676,مركز شبراخيت
Kaniset Damshit,كنيسةدمشيت,30.9,31.017,مركز طنطا
Kaniset Shubrato,كنيسةشبراطو,30.997,30.822,مركز بسيون
Kobri El Mahatta,كوبري المحطة,30.814,30.997,قسم أول طنطا
Kobri El Qobba,كوبري القبة,30.084,31.293,قسم الوايلي
Koudyet Mubarak,كوديةمبارك,27.516,30.757,مركز ديروط
Koum El Nasr,كوم النصر,31.138,30.473,مركز المحمودية
Koum Badr,كوم بدر,26.78,31.425,مركز طهطا
Koum Abu Hagar,كومأبوحجر,26.935,31.361,مركز صدفا
Koum Abu Khallad,كومأبوخلاد,29.207,31.061,مركز ناصر
Koum Abu Radi,كوم أبو راضي,29.316,31.153,مركز الواسطى
Koum Abu Sheil,كومأبوشيل,27.242,31.168,مركز أبنوب
Koum Adreiga,كومأدريجة,29.272,31.205,مركز الواسطى
Koum Asfaht,كومأسفحت,26.952,31.321,مركز صدفا
Koum Ashfin,كومأشفين,30.175,31.257,مركز قليوب
Koum Ashqaw,كومأشقاو,26.841,31.425,مركز طما
Koum Ashkilo,كومأشكيلو,26.263,31.862,مركز جرجا
Koum Ashou,كومأشو,31.167,30.145,مركز كفر الدوار
Koum El Ashraf,كوم الأشراف,30.657,31.381,مركز الزقازيق
Koum El Atrun,كوم الأطرون,30.344,31.159,مركز طوخ
Koum El Baga,كوم البجا,26.088,32.175,مركز فرشوط
Koum El Baraka,كوم البركة,31.096,30.064,مركز كفر الدوار
Koum El Hasel,كوم الحاصل,28.63,30.682,مركز مغاغة
Koum El Hagar,كوم الحجر,31.43,31.137,مركز الحامول
Koum El Hagana,كوم الحجنة,31.185,31.115,مركز بيلا
Koum El Darbi,كوم الدربي,31.001,31.441,مركز المنصورة
Koum El Dekka Sharq,كوم الدكةشرق,31.198,29.91,قسم العطارين
Koum El Dekka Gharb,كوم الدكةغرب,31.196,29.907,قسم العطارين
Koum El Dahab - Zubeida El Bahariya Sabeqan,كوم الذهب_زبيدة البحريةسابقا,31.353,30.72,مركز سيدى سالم
Koum El Raml El Bahari,كوم الرمل البحري,29.128,30.948,مركز أهناسيا
Koum El Ramli El Qibli,كوم الرملي القبلي,29.017,30.875,مركز سمسطا
Koum El Zuheir,كوم الزهير,27.989,30.791,مركز ابو قرقاص
Koum El Samn,كوم السمن,30.213,31.292,مركز شبين القناطر
Koum El Shaqafa Sharq,كومالشقافة شرق,31.181,29.894,قسم مينا البصل
Koum El Shaqafa Gharb,كومالشقافة غرب,31.18,29.891,قسم مينا البصل
Koum El Shahid,كوم الشهيد,27.363,30.927,مركز منفلوط
Koum El Sheikh Salama,كوم الشيخسلامة,30.051,31.255,قسم الموسكي
Koum El Sheikh Obeid,كوم الشيخ عبيد,30.668,30.98,مركز تلا
Koum El Saayda,كوم الصعايدة,26.296,31.915,مركز جرجا
Koum El Dabaa,كوم الضبع,30.471,31.033,مركز الباجور
Koum El Tarfaya,كوم الطرفاية,31.246,30.14,مركز كفر الدوار
Koum El Arab,كوم العرب,26.873,31.456,مركز طما
Koum El Farag,كوم الفرج,30.985,30.048,مركز ابوالمطامير
Koum El Qadah,كوم القدح,30.981,30.197,مركز ابوالمطامير
Koum El Qanater,كوم القناطر,31.118,30.313,مركز ابوحمص
Koum El Loufi,كوم اللوفي,28.254,30.698,مركز سمالوط
Koum El Muharras,كوم المحرص,27.999,30.756,مركز ابو قرقاص
Koum El Mansoura,كوم المنصورة,27.293,31.037,مركز أبنوب
Koum El Naggar,كوم النجار,30.955,30.881,مركز بسيون
Koum El Nour,كوم النور,29.008,30.898,مركز سمسطا
Koum El Nour wa Kafr El Dalil,كوم النوروكفر الدليل,30.733,31.307,مركز ميت غمر
Koum Angasha,كومأنجاشة,27.543,30.749,مركز ديروط
Koum Badar,كومبدار,26.466,31.728,مركز المنشأة
Koum Beni Miras,كومبنيمراس,31.017,31.532,مركز المنصورة
Koum Bouha Bahari,كومبوهابحري,27.506,30.819,مركز ديروط
Koum Bouha Qibli,كومبوهاقبلي,27.276,30.963,مركز منفلوط
Koum Gaber,كوم جابر,26.124,32.045,مركز أبو طشت
Koum Haffeen,كومحفين,30.989,29.935,مركز ابوالمطامير
Koum Hallein,كومحلين,30.492,31.316,مركز منيا القمح
Koum Dafshou,كومدفشو,31.068,29.976,مركز كفر الدوار
Koum Zamran,كومزمران,30.829,30.588,مركز الدلنجات
Koum Saada,كومسعدة,27.005,31.414,مركز البدارى
Koum Said El Gharbi,كومسعيد الغربي,26.926,31.361,مركز صدفا
Koum Sherik,كومشريك,30.66,30.784,مركز كوم حمادة
Koum Ali,كوم علي,30.903,30.993,مركز قطور
Koum Eiad,كوم عياد,30.349,31.001,مركز أشمون
Koum Ghorab,كوم غراب,30.001,31.244,مصرالقديمة
Koum Gharib,كومغريب,26.847,31.389,مركز طما
Koum Mazen,كوممازن,30.684,30.816,مركز تلا
Koum Mattay,كوممطاي,28.449,30.765,مركز مطاى
Koum Wali,كوم والي,28.423,30.699,مركز مطاى
Koum Yaqoub,كوميعقوب,26.113,32.084,مركز أبو طشت
Koum Batteen,كومبتين,30.314,31.143,مركز طوخ
Koumbarra,كومبرة,30.078,31.13,مركز كرداسة
Koumier,كومير,25.209,32.636,مركز إسنا
Keiman El Mataana,كيمان المطاعنة,25.47,32.501,مركز إسنا
Keiman Said El Sharqi wa Toma,كيمانسعيد الشرقيوطما,26.94,31.383,مركز صدفا
Labshit,لابشيط,30.947,31.071,مركز المحله الكبرى
Lasayfer,لاصيفر,31.202,30.72,مركز دسوق
Labisha wa Hessetha,لبيشةوحصتها,30.387,30.955,مركز أشمون
Lahimer,لحيمر,30.812,30.608,مركز الدلنجات
Laqana,لقانة,31.039,30.613,مركز شبراخيت
Louqeen,لوقين,31.067,30.149,مركز كفر الدوار
Loumana El Gedida,لومانا الجديدة,31.125,31.183,مركز المحله الكبرى
Marbella,ماربيلا,30.894,28.832,قسم مارينا العلمين السياحية
Mariya,مارية,24.642,32.943,مركز نصر
Marina El Alamein El Siyahia,ماريناالعلمين السياحية,30.837,28.933,قسم مارينا العلمين السياحية
Mazen,مازن,26.532,31.691,قسم اول سوهاج
Maqousa,ماقوسة,28.066,30.753,مركز المنيا
Mubarak,مبارك,31.201,31.85,مركز الجمالية
Mubarak,مبارك,31.042,31.71,مركز بنى عبيد
Mubarak - Sharq El Tafreea,مبارك - شرق التفريعة,31.067,32.43,قسم مبارك - شرق التفريعة
Mubarak El Gedida,مبارك الجديدة,31.067,31.563,مركز محلة دمنة
Mubasher,مباشر,30.719,31.513,مركز الأبراهيمية
Matboul,متبول,31.104,31.049,مركز كفر الشيخ
Magar,مجر,31.036,31.419,مركز المنصورة
Magariya wa Kafr Megahed,مجريةوكفرمجاهد,30.366,30.962,مركز أشمون
Magrees,مجريس,26.984,31.362,مركز صدفا
Magoul,مجول,30.399,31.178,مركز بنها
Magoul,مجول,31.035,31.217,مركز سمنود
Mahallat El Borg,محلة البرج,30.989,31.173,قسم أول المحلة الكبرى
Mahallat El Qasab,محلة القصب,31.153,30.913,مركز كفر الشيخ
Mahallat Ziyad,محلة زياد,31.031,31.248,مركز سمنود
Mahallat Moussa,محلة موسى,31.095,30.894,مركز كفر الشيخ
Mahallat Abu Ali El Gharbiya,محلة أبو علي الغربية,31.114,30.7,مركز دسوق
Mahallat Abu Ali El Qantara,محلة أبو علي القنطرة,30.967,31.192,مركز المحله الكبرى
Mahallat Ahmed,محلة أحمد,30.742,30.776,مركز كوم حمادة
Mahallat El Ameer,محلة الأمير,31.335,30.484,مركز رشيد
Mahallat El Qasab,محلة القصب,31.075,31.189,مركز المحله الكبرى
Mahallat El Laban,محلة اللبن,30.899,30.774,مركز بسيون
Mahallat Anshaq,محلةأنشاق,31.165,31.534,مركز شربين
Mahallat Bashar,محلة بشر,31.051,30.704,مركز شبراخيت
Mahallat Thabet,محلةثابت,31.073,30.578,مركز الرحمانية
Mahallat Hassan,محلة حسن,31.047,31.169,مركز المحله الكبرى
Mahallat Khalaf,محلةخلف,30.993,31.267,مركز سمنود
Mahallat Dawoud,محلة داود,31.093,30.607,مركز الرحمانية
Mahallat Diay,محلةدياي,31.047,30.772,مركز دسوق
Mahallat Rouh,محلةروح,30.878,31.086,مركز طنطا
Mahallat Sabk Koum Manshaat Nasr,محلةسبكومنشأةنصر,30.291,31.013,مركز أشمون
Mahallat Sa,محلةصا,30.974,30.745,مركز شبراخيت
Mahallat Obeid,محلة عبيد,30.934,30.711,مركز إيتاى البارود
Mahallat Farnawi,محلةفرنوي,30.975,30.648,مركز شبراخيت
Mahallat Qays,محلةقيس,30.974,30.675,مركز شبراخيت
Mahallat Keil,محلةكيل,31.033,30.278,مركز ابوحمص
Mahallat Malek,محلةم الك,31.163,30.63,مركز دسوق
Mahallat Marhoum wa Hessetha,محلةمرحوموحصتها,30.82,30.952,مركز طنطا
Mahallat Maseer,محلة مسير,31.028,30.98,مركز قطور
Mahallat Menouf,محلة منوف,30.884,30.961,مركز طنطا
Mahallat Nasr,محلة نصر,31.006,30.612,مركز شبراخيت
Mahallat Damana - Maqar El Markaz,محله دمنه - مقر المركز,31.062,31.512,مركز محلة دمنة
Mohamed Hussein El Sahli,محمد حسين السحلي,30.957,31.142,قسم ثان المحلة الكبرى
Mohamed Abdel Raqeeb,محمد عبدالرقيب,30.515,29.975,قسم غرب النوبارية
Mohamed Azzam,محمد عزام,30.537,29.877,قسم غرب النوبارية
Mohamed Mazhar,محمدمظهر,30.066,31.224,قسم الزمالك
Mahmoud Abu Wafiya,محمودأبووافية,30.877,30.544,مركز الدلنجات
Mahmoud Abdel Samad,محمودعبد الصمد,30.114,31.104,مركز إمبابة
Madinet Abu El Numrus,مدينة أبو النمرس,29.953,31.222,مركز الجيزة
Madinet Abu Hammad,مدينة ابو حماد,30.528,31.678,مركز أبو حماد
Madinet Abu Redeis,مدينة أبو رديس,28.959,33.181,قسم أبو رديس
Madinet Abu Kabeer,مدينة ابو كبير,30.73,31.683,مركز أبوكبير
Madinet Abu El Matameer,مدينة أبوالمطامير,30.904,30.152,مركز ابوالمطامير
Madinet Abu Hommos,مدينة أبوحمص,31.097,30.33,مركز ابوحمص
Madinet Abu Zenima,مدينة أبوزنيمة,29.07,33.113,قسم أبو رديس
Madinet Aga,مدينة أجا,30.936,31.293,مركز أجا
Madinet Akhmim El Gedida,مدينة أخميم الجديدة,26.524,31.865,مدينة أخميم الجديدة
Madinet Edko,مدينة ادكو,31.306,30.326,مركز إدكو
Madinet Aswan El Gedida,مدينة أسوان الجديدة,24.068,32.983,مدينة أسوان الجديدة
Madinet Assiut El Gedida,مدينة اسيوط الجديدة,27.254,31.281,مدينة اسيوط الجديدة
Madinet Ashmoun,مدينة أشمون,30.295,30.975,مركز أشمون
Madinet Atfih,مدينة أطفيح,29.423,31.263,مركز أطفيح
Madinet El Ibrahimiya,مدينة الابراهيمية,30.724,31.567,مركز الأبراهيمية
Madinet El Luxor,مدينة الأقصر,25.689,32.662,قسم الأقصر
Madinet El Awqaf - El Ealam,مدينة الأوقاف - الإعلام,30.067,31.209,قسم العجوزة
Madinet El Bagour,مدينة الباجور,30.438,31.041,مركز الباجور
Madinet El Bawiti,مدينة الباويطى,28.436,28.798,قسم الواحاتالبحرية
Madinet El Badrasheen,مدينة البدرشين,29.86,31.274,مركز البدرشين
Madinet El Baseila Bahari,مدينة البصيلة بحرى,25.174,32.704,مركز أدفو
Madinet El Bayadiya,مدينة البياضية,25.679,32.643,مركز الأقصر
Madinet El Tahrir,مدينة التحرير,30.086,31.223,قسم امبابه
Madinet El Gamaliya,مدينة الجمالية,31.184,31.851,مركز الجمالية
Madinet El Hamoul,مدينة الحامول,31.343,31.131,مركز الحامول
Madinet El Hasana,مدينة الحسنة,30.209,33.58,قسم الحسنة
Madinet El Hammam wa Dawahiha,مدينة الحمام وضواحيها,30.848,29.383,قسم الحمام
Madinet El Hawamdiya,مدينة الحوامدية,29.889,31.259,قسم الحوامدية
Madinet El Kharga,مدينة الخارجة,25.428,30.551,مركز الواحات الخارجة
Madinet El Khanka,مدينة الخانكة,30.227,31.378,مركز الخانكة
Madinet El Delengat,مدينة الدلنجات,30.844,30.511,مركز الدلنجات
Madinet El Rahmaniya,مدينة الرحمانية,31.096,30.633,مركز الرحمانية
Madinet El Redisiya Qibli,مدينة الرديسية قبلى,24.912,32.878,مركز أدفو
Madinet El Riyad,مدينة الرياض,31.238,30.96,مركز الرياض
Madinet El Sibaiya Gharb,مدينة السباعية غرب,25.186,32.679,مركز أدفو
Madinet El Sokhna,مدينة السخنة,29.486,32.433,قسم عتاقة
Madinet El Sarw,مدينة السرو,31.229,31.676,مركز الزرقا
Madinet El Salloum,مدينة السلوم,31.584,25.148,قسم السلوم
Madinet El Senbellawein,مدينة السنبلاوين,30.87,31.479,مركز السنبلاوين
Madinet El Santa,مدينة السنطة,30.753,31.124,مركز السنطة
Madinet El Shalateen,مدينة الشلاتين,23.634,35.378,قسم شلاتين
Madinet El Shohadaa,مدينة الشهداء,30.594,30.904,مركز الشهداء
Madinet El Sheikh Zayed,مدينة الشيخ زايد,30.049,30.978,قسم الشيخ زايد
Madinet El Sheikh Zuwayed,مدينة الشيخ زويد,31.16,34.049,قسم الشيخ زويد
Madinet El Salhiya El Gedida,مدينة الصالحية الجديدة,30.634,32.006,قسم الصالحية الجديدة
Madinet El Saff,مدينة الصف,29.567,31.294,مركز الصف
Madinet El Dabaa,مدينة الضبعة,31.056,28.42,مركز الضبعة
Madinet El Obour,مدينة العبور,30.225,31.447,قسم العبور
Madinet El Alamein,مدينة العلمين,30.824,29.161,قسم الحمام
Madinet El Ommal,مدينة العمال,30.08,31.221,قسم امبابه
Madinet El Ayyat,مدينة العياط,29.621,31.259,مركز العياط
Madinet El Fath wa Tashmal El Nasriya,مدينة الفتح وتشمل الناصرية,27.19,31.207,مركز الفتح
Madinet El Farafra,مدينة الفرافرة,26.948,27.769,مركز الفرافرة
Madinet El Fashn,مدينة الفشن,28.835,30.886,مركز الفشن
Madinet El Fayoum El Gedida,مدينة الفيوم الجديدة,29.208,30.882,مدينة الفيوم الجديدة
Madinet El Qareen,مدينة القرين,30.611,31.742,قسم القرين
al-Qusayr,مدينة القصير,26.274,34.145,قسم القصير
al-Qanatir al-Khayriya,مدينة القناطر الخيرية,30.199,31.115,مركز القناطر الخيرية
al-Qanayat,مدينة القنايات,30.635,31.471,قسم القنايات
al-Qantara Sharq,مدينة القنطرة شرق,30.891,32.34,قسم القنطرة شرق
al-Qantara Gharb,مدينة القنطرة غرب,30.869,32.3,مركز القنطرة
al-Mahmoudiya,مدينة المحمودية,31.19,30.514,مركز المحمودية
al-Manzala,مدينة المنزلة,31.131,31.942,مركز المنزلة
al-Minya al-Gadida,مدينة المنيا الجديدة,28.11,30.788,مدينة المنيا الجديدة
al-Nagila,مدينة النجيلة,31.477,26.423,قسم مرسى مطروح
al-Nubariya al-Gadida,مدينة النوباريةالجديدة,30.6,30.026,قسم غرب النوبارية
al-Wasta,مدينة الواسطى,29.326,31.206,مركز الواسطى
al-Warraq,مدينة الوراق و تشمل وراق العرب و وراق الحضر وأنبو*,30.099,31.202,قسم الوراق
Ihnasiya,مدينة اهناسيا,29.08,30.952,مركز أهناسيا
Awsim,مدينة أوسيم,30.134,31.129,مركز أوسيم
Awlad Saqr,مدينة اولاد صقر,30.933,31.739,مركز أولاد صقر
Itay al-Barud,مدينة ايتايالبارود,30.882,30.663,مركز إيتاى البارود
Paris,مدينة باريس,23.162,30.585,مركز باريس
Biba,مدينة ببا,28.933,30.965,مركز ببا
Badr,مدينة بدر,30.538,30.695,مركز بدر
Burj al-Arab,مدينة برجالعرب,30.903,29.566,قسم برج العرب
Barakat al-Sabaa,مدينة بركة السبع,30.638,31.089,مركز بركة السبع
Basyoun,مدينة بسيون,30.943,30.814,مركز بسيون
Bilbeis,مدينة بلبيس,30.376,31.596,مركز بلبيس
Baltim,مدينة بلطيم,31.543,31.19,مركز البرلس
Bani Suef al-Gadida,مدينة بنى سويف الجديدة,28.982,31.159,قسم مدينة بنى سويف الجديدة
Bani Ubaid,مدينة بنى عبيد,31.024,31.667,مركز بنى عبيد
Bi'r al-Abd,مدينة بئرالعبد,31.014,32.989,قسم بئر العبد
Bila,مدينة بيلا,31.192,31.211,مركز بيلا
Tala,مدينة تلا,30.7,30.945,مركز تلا
Timay al-Amdid,مدينة تميالأمديد,30.943,31.534,مركز تمى الأمديد
Toshka al-Gadida,مدينة توشكى الجديدة,22.856,31.661,مدينة توشكى الجديدة
Gamasa,مدينة جمصة - مصيف جمصة,31.438,31.549,قسم جمصة
Housh Eissa,مدينة حوشعيسي,30.899,30.314,مركز حوش عيسى
Desouk,مدينة دسوق,31.145,30.649,قسم دسوق
Damietta al-Gadida,مدينة دمياط الجديدة,31.439,31.706,قسم مدينه دمياط الجديده
Dahab,مدينة دهب,28.721,34.603,قسم دهب
Deirb Nagm,مدينة ديرب نجم,30.761,31.459,مركز ديرب نجم
Ras Ghareb,مدينة رأس غارب,28.345,33.082,قسم رأس غارب
Ras Sidr,مدينة رأسسدر,29.599,32.719,قسم رأس سدر
Rashid,مدينة رشيد,31.408,30.384,مركز رشيد
Rafah,مدينة رفح,31.302,34.214,قسم رفح
Zifta,مدينة زفتى,30.72,31.227,مركز زفتى
Saint Catherine,مدينة سانت كاترين,28.747,33.96,قسم سانت كاترين
Sers al-Layanah,مدينة سرس الليانة,30.445,30.969,قسم مدينة سرس الليانة
Safaga,مدينة سفاجا,26.924,33.88,قسم سفاجا
Salsil,مدينة سلسيل,31.204,31.787,مركز ميت سلسيل
Samasta,مدينة سمسطا,28.925,30.852,مركز سمسطا
Samannoud,مدينة سمنود,30.977,31.253,مركز سمنود
Sohag al-Gadida,مدينة سوهاج الجديدة,26.485,31.649,مدينة سوهاج الجديدة
Sidi Barrani,مدينة سيدى برانى,31.61,25.889,قسم سيدى برانى
Sidi Salem,مدينة سيدى سالم,31.321,30.769,مركز سيدى سالم
Siwa,مدينة سيوة,29.179,25.52,مركز سيوة
Shubra al-Kheima,مدينة شبراالخيمة,30.113,31.25,قسم أول شبرا الخيمة
Shubrakhit,مدينة شبراخيت,31.03,30.706,مركز شبراخيت
Shibin al-Qanatir,مدينة شبين القناطر,30.326,31.301,مركز شبين القناطر
Sharm al-Sheikh,مدينة شرمالشيخ وتشمل منطقة نبق,28.226,34.369,قسم شرم الشيخ
Tukh,مدينة طوخ,30.352,31.201,مركز طوخ
Tour Sinai,مدينة طورسيناء,28.348,33.578,قسم الطور
Tiba al-Gadida,مدينة طيبة الجديدة,25.718,32.735,مركز شرطة طيبة
Ataqa,مدينة عتاقة,29.894,32.462,قسم عتاقة
Faqous,مدينة فاقوس,30.723,31.798,قسم فاقوس
Fayed,مدينة فايد,30.314,32.313,مركز فايد
Fouh,مدينة فوة,31.226,30.546,مركز فوه
Qutour,مدينة قطور,30.981,30.951,مركز قطور
Qallin,مدينة قلين,31.054,30.855,مركز قلين
Qalyoub,مدينة قليوب,30.18,31.216,قسم قليوب
Qena al-Gadida,مدينة قنا الجديدة,26.173,32.761,مدينة قنا الجديدة
Qaha,مدينة قها,30.281,31.209,قسم قها
Quesna,مدينة قويسنا,30.549,31.135,مركز قويسنا
Kafr al-Zayat,مدينة كفر الزيات,30.837,30.816,مركز كفر الزيات
Kafr Shukr,مدينة كفر شكر,30.547,31.266,مركز كفر شكر
Kafr Saqr,مدينة كفر صقر,30.789,31.641,مركز كفر صقر
Kafr al-Battikh,مدينة كفرالبطيخ,31.398,31.705,مركز كفر سعد
Kafr al-Dawwar,مدينة كفرالدوار,31.12,30.137,قسم كفرالدوار
Kom Ombo,مدينة كوم امبو,24.477,32.936,مركز كوم امبو
Kom Hamada,مدينة كومحمادة,30.756,30.699,مركز كوم حمادة
Marsa Alam,مدينة مرسى علم,25.407,34.688,قسم مرسى علم
Marsa Matrouh,مدينة مرسيمطروح,31.328,27.313,قسم مرسى مطروح
Mashtoul al-Souq,مدينة مشتول السوق,30.369,31.375,مركز مشتول السوق
Mutoubas,مدينة مطوبس,31.283,30.541,مركز مطوبس
Manshiyat al-Qanatir,مدينة منشية القناطر,30.185,31.107,مركز إمبابة
Menouf,مدينة منوف,30.462,30.931,قسم مدينة منوف
Minya al-Qamh,مدينة منيا القمح,30.53,31.347,مركز منيا القمح
Minyat al-Nasr,مدينة منيةالنصر,31.128,31.646,مركز منية النصر
Mout,مدينة موط,25.774,28.974,مركز الوحات الداخلة
Mit Ghamr,مدينة ميت غمر و تشمل دقادوس,30.713,31.276,قسم ميت غمر
Nasser,مدينة ناصر,29.152,31.129,مركز ناصر
Nakhl,مدينة نخل,29.903,33.75,قسم نخل
Nasr al-Nouba,مدينة نصر النوبة,24.575,32.975,مركز نصر
Nuweiba,مدينة نويبع,29.102,34.659,قسم نويبع
Youssef al-Seddiq,مدينة يوسف الصديق,29.364,30.523,مركز يوسف الصديق
al-Sadat,مدينة السادات,30.359,30.521,مركز السادات
al-Solb,مدينة الصلب,29.774,31.337,قسم التبين
Ibshaway,مدينه ابشواى,29.348,30.666,مركز أبشواى
Abnoub,مدينه ابنوب,27.267,31.155,مركز أبنوب
Abu Teeg,مدينه ابو تيج,27.044,31.302,مركز أبوتيج
Abu Simbel,مدينه أبو سمبل السياحيه,23.671,32.655,مركز أبوسنبل
Abu Tisht,مدينه ابو طشت,26.121,32.106,مركز أبو طشت
Akhmim,مدينه اخميم,26.573,31.741,مركز أخميم
Edfu,مدينه ادفو,24.994,32.859,مركز أدفو
Armant,مدينه ارمنت,25.645,32.522,مركز أرمنت
Esna,مدينه اسنا,25.31,32.533,مركز إسنا
Itsa,مدينه اطسا,29.223,30.806,مركز أطسا
al-Badari,مدينه البدارى,26.998,31.393,مركز البدارى
al-Balyana,مدينه البلينا,26.238,31.999,مركز البلينا
al-Husseiniya,مدينه الحسينيه,30.879,31.914,مركز الحسينية
al-Rawda,مدينه الروضه,31.317,31.769,مركز فارسكور
al-Zarqa,مدينه الزرقا,31.217,31.652,مركز الزرقا
al-Adwa,مدينه العدوه,28.701,30.709,مركز العدوة
al-Ghanayem,مدينه الغنايم,26.887,31.346,مركز الغنايم
al-Fikriya,مدينه الفكريه,27.946,30.816,مركز ابو قرقاص
al-Qusiya,مدينه القوصيه,27.417,30.814,مركز القوصية
al-Kurdi,مدينه الكردى,31.153,31.781,مركز منية النصر
al-Maragha,مدينه المراغه,26.701,31.596,مركز المراغة
al-Matariya,مدينه المطرية,31.195,32.016,مركز المطرية
al-Mansha'a,مدينه المنشأه,26.497,31.775,مركز المنشأة
al-Waqf,مدينه الوقف,26.078,32.436,مركز الوقف
Burj al-Arab al-Gadida,مدينه برج العرب الجديده,30.899,29.622,مدينه برج العرب الجديده
Bilqas,مدينه بلقاس,31.212,31.367,مركز بلقاس
Bani Mazar,مدينه بنى مزار,28.501,30.79,مركز بنى مزار
Girga,مدينه جرجا,26.343,31.895,قسم جرجا
Juhayna,مدينه جهينه,26.68,31.496,مركز جهينة الغربية
Dar al-Salam,مدينه دار السلام,26.285,32.056,مركز دار السلام
Daraw,مدينه دراو,24.42,32.922,مركز دراو
Deshna,مدينه دشنا,26.137,32.47,مركز دشنا
Dekernes,مدينه دكرنس,31.094,31.6,مركز دكرنس
Deir Mawas,مدينه دير مواس,27.642,30.831,مركز دير مواس
Deirout,مدينه ديروط,27.55,30.819,مركز ديروط
Ras al-Bar,مدينه رأس البر,31.51,31.83,قسم رأس البر
Sahel Selim,مدينه ساحل سليم,27.062,31.335,مركز ساحل سليم
Saqultah,مدينه ساقتله,26.674,31.674,مركز ساقلته
Samalout,مدينه سمالوط,28.309,30.709,مركز سمالوط
Senoures,مدينه سنورس,29.424,30.869,مركز سنورس
Sherbin,مدينه شربين,31.204,31.518,مركز شربين
Sidfa,مدينه صدفا,26.96,31.366,مركز صدفا
Tamiya,مدينه طاميه,29.489,30.956,مركز طامية
Talkha,مدينه طلخا,31.071,31.389,مركز طلخا
Tama,مدينه طما,26.902,31.437,مركز طما
Tahta,مدينه طهطا,26.766,31.485,قسم طهطا
Ezbet al-Borg,مدينه عزبه البرج,31.507,31.848,مركز دمياط
Fareskour,مدينه فارسكور,31.321,31.722,مركز فارسكور
Farshout,مدينه فرشوط,26.052,32.16,مركز فرشوط
Qift,مدينه قفط,26.006,32.8,مركز قفط
Qous,مدينه قوص,25.915,32.756,مركز قوص
Kafr Saad,مدينه كفر سعد,31.35,31.673,مركز كفر سعد
Kalabsha,مدينه كلابشه,24.649,32.942,مركز نصر
Matay,مدينه مطاى,28.414,30.773,مركز مطاى
Maghagha,مدينه مغاغه,28.659,30.853,مركز مغاغة
Manfalout,مدينه منفلوط,27.304,30.985,مركز منفلوط
Mit Abu Ghalib,مدينه ميت ابو غالب,31.306,31.678,مركز كفر سعد
Nabaroh,مدينه نبروه,31.1,31.313,مركز نبروة
Nag Hammadi,مدينه نجع حمادى,26.049,32.239,مركز نجع حمادى
Naqada,مدينه نقاده,25.898,32.713,مركز نقادة
Hehya,مدينه ههيا,30.67,31.6,مركز ههيا
Marzouq,مرزوق,30.809,31.017,قسم أول طنطا
Marzouq,مرزوق,28.414,30.655,مركز مطاى
Marzouq,مرزوق,25.952,28.973,مركز الوحات الداخلة
Marsa Himeira,مرسيحميرة,23.002,35.643,قسم شلاتين
Marsafaw Kafr Ahmed Hashish,مرصفاوكفرأحمدحشيش,30.421,31.253,مركز بنها
Margham,مرغم,31.084,29.857,قسم العامرية
Maraw,مرواو,24.639,32.943,مركز نصر
Marina,مرينة,27.503,30.829,مركز ديروط
Mazata Sharq,مزاتةشرق,26.288,32.013,مركز دار السلام
Mazata wal Sheikh Gabr,مزاتة والشيخجبر,26.315,31.927,مركز جرجا
